screen,dose,Drug.Name,repurposing_target,MOA,IDs,combined_targets,citeline_targets,prism_targets,Syns
REP.PRIMARY,2.5,BROMHEXINE,"",MUCOLYTIC AGENT,BRD:BRD-K47631482-003-06-2,"",,,
REP.PRIMARY,2.5,DEXAMETHASONE-ACETATE,"",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-K47635719-001-21-1,"",,,
REP.PRIMARY,2.5,FLAVOXATE,"CHRM1, CHRM2",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K47639036-003-06-6,"CHRM1,CHRM2",",","CHRM1,CHRM2,",nd-907;rec-15/2053;terflavoxate;rec-15-2053
REP.PRIMARY,2.5,PICLAMILAST,"PDE4A, PDE4B, PDE4C, PDE4D",PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K47642186-001-01-3,"PDE4A,PDE4B,PDE4C,PDE4D","PDE4A,PDE4B,PDE4C,PDE4D,","PDE4A,PDE4B,PDE4C,PDE4D,","pde inhibitors, rhone-poulenc;phosphodiesterase inhibs, rpr;piclamilast;rp 73401;rp-73401;rpr-73401"
REP.PRIMARY,2.5,EMD-386088,HTR6,SEROTONIN RECEPTOR AGONIST,BRD:BRD-K47659338-003-02-8,HTR6,,,
REP.PRIMARY,2.5,BROMFENAC,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K47679368-236-01-7,"PTGS1,PTGS2,NR3C1","PTGS2,",",","anti-inflammatory, insite;bromfenac, insite;bromsite;isv 303;isv303;isv-303;isv-304;anti-inflammatory/analgesic agents (durasite, inflammation/eye pain), insite;bromfenac;low concentration bromfenac (durasite, inflammation/eye pain), insite"
REP.PRIMARY,2.5,PENCICLOVIR,"",DNA DIRECTED DNA POLYMERASE INHIBITOR,BRD:BRD-K47780086-001-07-9,"",NaN,NaN,brl-39123;denavir;penciclovir;vectavir;brl 39123a;euraxvir;fenivir;penciclovir sodium
REP.PRIMARY,2.5,AMPRENAVIR,"",HIV PROTEASE INHIBITOR,BRD:BRD-K47827687-001-02-2,"",",",",","141w94;agenerase;agenerase (capsule);agenerase (solution);amprenavir;amprenavir (capsule);amprenavir (solution);kvx-478;protease inhibitor, vertex;prozei;vb-11103;vb-11324;vb-11328;vb-11330;vx-478;vx-11106"
REP.PRIMARY,2.5,FLOXURIDINE,TYMS,DNA SYNTHESIS INHIBITOR,BRD:BRD-K47832606-001-30-1,"TYMS,TOP1","TOP1,",",","cpx-1;floxuridine+irinotecan hcl, celator;irinotecan + floxuridine;irinotecan hcl + floxuridine, celator;irinotecan/floxuridine;floxuridine + irinotecan hcl;floxuridine + irinotecan hydrochloride;irinotecan + floxuridine (liposomal/intravenous, cancer), celator;irinotecan hydrochloride + floxuridine (liposomal/intravenous, cancer), celator;irinotecan hydrochloride + floxuridine (liposomal/intravenous, cancer), jazz pharmaceuticals"
REP.PRIMARY,2.5,PODOPHYLLOTOXIN,"IGF1R, TOP2A, TUBA4A, TUBB","MICROTUBULE INHIBITOR, TUBULIN POLYMERIZATION INHIBITOR",BRD:BRD-K47869605-001-32-0,"IGF1R,TOP2A,TUBA4A,TUBB",NaN,NaN,"mitosis inhibitors, sirona biochem;podophyllotoxin, sirona biochem"
REP.PRIMARY,2.5,BEPHENIUM-HYDROXYNAPHTHOATE,"",ANTHELMINTIC AGENT,BRD:BRD-K47878171-086-06-0,"",,,
REP.PRIMARY,2.5,NALIDIXIC-ACID,"",BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-K47886988-001-21-4,"",,,
REP.PRIMARY,2.5,PIRIBEDIL,"ADRA1A, ADRA2A, ADRA2C, DRD2, DRD3, DRD4, HTR1A, HTR2B",DOPAMINE RECEPTOR AGONIST,BRD:BRD-K47936004-003-11-4,"ADRA1A,ADRA2A,ADRA2C,DRD2,DRD3,DRD4,HTR1A,HTR2B","DRD2,DRD3,","ADRA1A,ADRA2A,ADRA2C,DRD2,DRD3,DRD4,HTR1A,HTR2B,",circularina;clarium;e495;e-495;et495;et-495;eu4200;eu-4200;piribedil;trastal;trivastal;trivastal 50 retard;trivastal retard 50
REP.PRIMARY,2.56,MIRABEGRON,"ADRB1, ADRB2, ADRB3",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K47949423-001-03-1,"ADRB1,ADRB2,ADRB3,CHRM3","ADRB3,","ADRB1,ADRB2,ADRB3,","14c-labeled ym178 (oral solution);betanis;betanis (capsule);betanis (er);betanis (ir);betanis (suspension);betmiga;betmiga (capsule);betmiga (suspension);mirabegron;mirabegron (capsule);mirabegron (extended-release);mirabegron (ir);mirabegron (oral solution);mirabegron (suspension);mirabegron ocas;myrbetriq;myrbetriq (capsule);myrbetriq (suspension);myrbetriq ocas;myrebtriq (oral solution);ym178;ym-178;ym178 (capsule);ym-178 (capsule);ym-178 (er);ym-178 (extended-release);ym178 (ir);ym-178 (ir);ym-178 (oral solution);ym178 (suspension);ym-178 (suspension);ym-178 ocas;ym-178, 14c-labeled (oral solution);eb-178;ym-178 ocas-m;ym-178 ocas-x;beta-3 adrenoceptor agonists (diabetes/obesity), yamanouchi;solifenacin + mirabegron"
REP.PRIMARY,2.5,BALAPIRAVIR,"",RNA POLYMERASE INHIBITOR,BRD:BRD-K47976015-001-01-2,"",NaN,NaN,"balapiravir;balapiravir hydrochloride;r1626;r-1626;ro4588161;ro-4588161;hcv ns5b polymerase inhibitor, roche;r-1479 prodrug (hcv infection), roche;rna polymerase inhibitor (hcv infection), roche;rna polymerase inhibitor (hepatitis c infection), roche;ro4588161-001"
REP.PRIMARY,2.5,TROMETAMOL,"AMD1, CANT1, DCN, NEIL1, VEGFA","",BRD:BRD-K47978074-001-02-4,"AMD1,CANT1,DCN,NEIL1,VEGFA,FAAH,PTGS1,PTGS2,TRPV1,CTSL,PTGIR","PTGS1,PTGS2,",",","dexketoprofen trometamol;dexketoprofen trometamol, menarini;enantyum (oral);keral (oral);quiralam;arveles;d-1158;enantyum;keral;ketesse;s-ketoprofen;s-ketoprofen, celltech/menarini;stadium;sympal;dexketoprofen;dexketoprofen, celltech/menarini"
REP.PRIMARY,2.5,BENZTROPINE-MESYLATE,"CHRM1, HRH1, SLC6A3",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K48061146-066-01-7,"CHRM1,HRH1,SLC6A3",,,
REP.PRIMARY,2.5,TENELIGLIPTIN,DPP4,DIPEPTIDYL PEPTIDASE INHIBITOR,BRD:BRD-K48068743-001-01-6,"DPP4,SLC5A2","DPP4,","DPP4,","mp 513;mp513;mp-513;tenelia;teneligliptin;teneligliptin hydrobromide hydrate;dpp-iv inhibitors (type 2 diabetes), mitsubishi pharma;dpp-iv inhibitors (type 2 diabetes), mitsubishi tanabe pharma;teneglucon;tenelia;tenepure;teneria;teneza;teneligliptin hydrobromide"
REP.PRIMARY,2.5,CEBRANOPADOL,"OPRL1, OPRM1",OPIOID RECEPTOR AGONIST,BRD:BRD-K48141473-001-01-7,"OPRL1,OPRM1","OPRL1,","OPRL1,OPRM1,","cebranopadol;cebranopadol (capsule);cebranopadol (liquid);cebranopadol (patch);cebranopadol (tablet);grt 6005;grt 6005 (capsule);grt 6005 (liquid);grt 6005/06;grt6005;grt-6005;grt6005 (capsule);grt-6005 (capsule);grt6005 (liquid);grt-6005 (liquid);grt6005 (patch);grt-6005 (patch);grt6005 (tablet);grt-6005 (tablet);grt-6005/06;centrally-acting nociceptin agonist analgesic (oral liquid, pain/diabetic neuropathy), grunenthal"
REP.PRIMARY,2.5,PROPYLTHIOURACIL,"DIO1, TPO",THYROID PEROXIDASE INHIBITOR,BRD:BRD-K48168960-001-19-2,"DIO1,TPO",,,
REP.PRIMARY,2.5,AMELTOLIDE,"",ANTICONVULSANT,BRD:BRD-K48173020-001-01-8,"SCN1A,SCN2A,SCN3A","SCN1A,SCN2A,SCN3A,",",",add-75073;ameltolide;ly-201116
REP.PRIMARY,2.5,ETHINYL-ESTRADIOL,"ESR1, ESR2, NR1I2","ESTROGEN RECEPTOR AGONIST, ESTROGENIC HORMONE",BRD:BRD-K48195008-001-19-9,"ESR1,ESR2,NR1I2",,,
REP.PRIMARY,2.5,TECASTEMIZOLE,KCNH2,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K48195801-001-01-6,"KCNH2,HRH1","HRH1,","KCNH2,",norastemizole;soltara;tecastemizole;r-43512;t-1348
REP.PRIMARY,2.5,CC-930,"",JNK INHIBITOR,BRD:BRD-K48213016-001-01-8,"",NaN,NaN,"cc-930;inflammatory therapy, celgene;jnk cc-930;kinase inhibitors, celgene;kinase inhibitors, pharmacopeia;ps873266;ps-873266;tanzisertib;jnk inhibitor (fibrotic/inflammatory disease), celgene;jnk-930"
REP.PRIMARY,2.5,DIATRIZOIC-ACID,"","",BRD:BRD-K48247567-001-01-9,"",,,
REP.PRIMARY,2.5,ZONISAMIDE,"CA1, CA10, CA11, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A","SODIUM CHANNEL BLOCKER, T-TYPE CALCIUM CHANNEL BLOCKER",BRD:BRD-K48300629-001-14-5,"CA1,CA10,CA11,CA12,CA13,CA14,CA2,CA3,CA4,CA5A,CA5B,CA6,CA7,CA8,CA9,CACNA1G,CACNA1H,CACNA1I,MAOA,MAOB,SCN10A,SCN11A,SCN1A,SCN1B,SCN2A,SCN2B,SCN3A,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SCN8A,SCN9A,ADRA1A,CHRM1,CHRM2,CHRM3,CHRM4,DRD1,DRD2,DRD3,DRD4,HRH1,HTR2A,HTR2C,HTR3A,HTR6",",","CA1,CA10,CA11,CA12,CA13,CA14,CA2,CA3,CA4,CA5A,CA5B,CA6,CA7,CA8,CA9,CACNA1G,CACNA1H,CACNA1I,MAOA,MAOB,SCN10A,SCN11A,SCN1A,SCN1B,SCN2A,SCN2B,SCN3A,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SCN8A,SCN9A,","et 104;et104;et-104;zonisamide, eton pharmaceuticals;reformulation of undisclosed marketed drug (oral liquid, neurological disease), liqmeds worldwide/ eton pharmaceuticals;zonisamide;zonisamide (oral suspension, partial seizures), liqmeds worldwide/eton pharmaceuticals"
REP.PRIMARY,2.5,"6,_7-DEHYDRO-17-ACETOXY-PROGESTERONE","",STEROIDAL PROGESTIN,BRD:BRD-K48329353-001-01-3,"",,,
REP.PRIMARY,2.5,FEBUXOSTAT,XDH,XANTHINE OXIDASE INHIBITOR,BRD:BRD-K48367671-001-05-9,XDH,"XDH,","XDH,","adenuric;febuquistat;febuquistat (capsule);febuquistat (tablet);feburic;febuxostat;febuxostat (capsule);febuxostat (tablet);febuxostat ir;febuxostat ir (capsule);febuxostat ir (tablet);febuxostat, immediate-release;tei-6720;tmx 67hk;tmx-67;tmx-67 (capsule);tmx-67 (tablet);tmx67hk;tmx-67hk;tmx-67tls;uloric;febric;non-purine selective inhibitor of xanthine oxidase (np-sixo, oral, gout), teijin/ tap/ ipsen/ sk"
REP.PRIMARY,2.5,CNX-774,BTK,BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,BRD:BRD-K48443249-001-01-0,BTK,,,
REP.PRIMARY,2.5,YM-201636,"",PI3K INHIBITOR,BRD:BRD-K48488978-001-05-3,"",,,
REP.PRIMARY,2.5,VU0155069,PLD1,PHOSPHOLIPASE INHIBITOR,BRD:BRD-K48535733-003-01-2,PLD1,,,
REP.PRIMARY,2.5,METHYLDOPA,"ADRA2A, ADRA2B, ADRA2C, DDC",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K48578705-001-16-8,"ADRA2A,ADRA2B,ADRA2C,DDC,HMGCR","HMGCR,",",","breast cancer vaccine, immage biotherapeutics;imt 001;imt001;imt-001;pvx 009;pvx009;pvx-009;hla-dq8 antigen inhibitor 1 (type 1 diabetes), immunomolecular therapeutics;l-methyldopa (type 1 diabetes), immunomolecular therapeutics;methyldopa"
REP.PRIMARY,2.5,METHYLDOPA,"ADRA2A, ADRA2B, ADRA2C, DDC",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K48578705-001-17-6,"ADRA2A,ADRA2B,ADRA2C,DDC,HMGCR","HMGCR,",",","breast cancer vaccine, immage biotherapeutics;imt 001;imt001;imt-001;pvx 009;pvx009;pvx-009;hla-dq8 antigen inhibitor 1 (type 1 diabetes), immunomolecular therapeutics;l-methyldopa (type 1 diabetes), immunomolecular therapeutics;methyldopa"
REP.PRIMARY,2.54,METHSCOPOLAMINE,"CHRM1, CHRM2, CHRM3",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K48619321-004-16-8,"CHRM1,CHRM2,CHRM3",NaN,NaN,"cbp-058;crtx-058;methscopolamine + antihistamine (allergic rhinitis), cornerstone biopharma;methscopolamine + antihistamine (allergic rhinitis), cornerstone therapeutics"
REP.PRIMARY,2.5,BAY-11-7085,NFKBIA,NFKB PATHWAY INHIBITOR,BRD:BRD-K48684885-001-04-2,"RELA,NFKBIA",",","RELA,",bay-11-7082;bay-11-7083;bay-11-7085;bay-11-7821
REP.PRIMARY,2.5,NU-1025,PARP1,PARP INHIBITOR,BRD:BRD-K48692744-001-02-0,"PARP1,PARP2","PARP1,PARP2,","PARP1,PARP2,","azd 2281;azd2281;azd-2281;azd2281 (capsule);azd-2281 (capsule);azd2281 (tablet);azd-2281 (tablet);ku 0059436;ku 59436;ku0059436;ku-0059436;ku0059436 (capsule);ku-0059436 (capsule);ku0059436 (tablet);ku-0059436 (tablet);ku59436;ku-59436;ku59436 (capsule);ku-59436 (capsule);ku59436 (tablet);ku-59436 (tablet);lynparza;lynparza (capsule);lynparza (tablet);mk 7339;mk7339;mk-7339;olaparib;olaparib (capsule);olaparib (tablet);ku-0051529;ku-0058684;ku-0058948;ku-0687;ku-56186;ku-58948;ku-59449;mru-687;mru-868;nu-1025;nu-1040;nu-1051;nu-1056;nu-1057;nu-1068;nu-1070;nu-1085;parp inhibitors (cancer), astrazeneca;parp inhibitors (cancer), kudos;tbi-361;nu-1091"
REP.PRIMARY,2.5,DILAZEP,SLC29A1,ADENOSINE REUPTAKE INHIBITOR,BRD:BRD-K48722258-300-10-2,"SLC29A1,CACNA1C","CACNA1C,","SLC29A1,","as-05;asta-c4898;cormelian;demicardio;dilazep;k-15487;labitan;dilazep, andrx/asta medica"
REP.PRIMARY,2.5,ILOPERIDONE,"ADRA1A, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR2A, HTR6, HTR7","DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-K48722833-001-07-6,"ADRA1A,ADRA2C,DRD1,DRD2,DRD3,DRD4,HRH1,HTR1A,HTR2A,HTR6,HTR7","DRD2,HTR2A,","ADRA1A,ADRA2C,DRD1,DRD2,DRD3,DRD4,HRH1,HTR1A,HTR2A,HTR6,HTR7,",fanapt;fanapta;fanaptum;fiapta;hp873;hp-873;ilo522;ilo-522;iloperidone;iloperidone (oral);p9662;p-9662;vyv 683;vyv683;vyv-683;zomaril;p88-8991;p95-12113
REP.PRIMARY,2.5,MACITENTAN,"EDNRA, EDNRB",ENDOTHELIN RECEPTOR ANTAGONIST,BRD:BRD-K48812570-001-02-3,"EDNRA,EDNRB,PDE5A","EDNRA,EDNRB,","EDNRA,EDNRB,",act 64992;act064992;act-064992;actelion-1;macitentan;opsumit;zependo
REP.PRIMARY,2.5,S26948,PPARG,PPAR RECEPTOR AGONIST,BRD:BRD-K48826825-001-01-8,PPARG,,,
REP.PRIMARY,2.5,OMDM-2,GPR119,FAAH INHIBITOR,BRD:BRD-K48830578-001-01-9,GPR119,,,
REP.PRIMARY,2.5,CG-400549,"",FABI INHIBITOR,BRD:BRD-K48888725-001-01-9,"",NaN,NaN,"cg 549;cg400329;cg-400329;cg400549;cg-400549;cg549;cg-549;enr inhibitors, crystalgenomics;cg-400462;cg-400587;fabi inhibitors (antibacterial), crystalgenomics;fabk inhibitors (bacterial infections, oral), crystalgenomics;bacterial enoyl-acp reductase inhibitors, crystalgenomics"
REP.PRIMARY,2.5,SASAPYRINE,"PTGS1, PTGS2",NFKB PATHWAY INHIBITOR,BRD:BRD-K48892307-001-04-1,"PTGS1,PTGS2",,,
REP.PRIMARY,2.5,LAROPIPRANT,"PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGFR, PTGIR, TBXA2R",PROSTANOID RECEPTOR ANTAGONIST,BRD:BRD-K48894757-001-01-8,"PTGDR,PTGDR2,PTGER1,PTGER2,PTGER3,PTGFR,PTGIR,TBXA2R,HCAR2,HMGCR","PTGDR,","PTGDR,PTGDR2,PTGER1,PTGER2,PTGER3,PTGFR,PTGIR,TBXA2R,","l-000888839;l-00888839;l-888839;laropiprant;mk-0524;prostaglandin d2 antagonist (respiratory disease), merck;prostanoid dp1 receptor antagonist (respiratory disease), merck"
REP.PRIMARY,2.5,CYTOCHLOR,"","",BRD:BRD-K48988407-001-01-2,"",,,
REP.PRIMARY,2.5,PENTACOSANOIC-ACID,"","",BRD:BRD-K48996094-001-01-3,"",,,
REP.PRIMARY,2.5,PSB-1115,"ADORA1, ADORA2B, ADORA3",ADENOSINE RECEPTOR ANTAGONIST,BRD:BRD-K49027941-001-01-1,"ADORA1,ADORA2B,ADORA3",,,
REP.PRIMARY,2.5,CGS-15943,"ADORA1, ADORA2A, ADORA2B, ADORA3",ADENOSINE RECEPTOR ANTAGONIST,BRD:BRD-K49049886-001-08-7,"ADORA1,ADORA2A,ADORA2B,ADORA3","ADORA2A,",",",cgs-15943a
REP.PRIMARY,2.5,A66,PIK3CA,PI3K INHIBITOR,BRD:BRD-K49055432-001-04-2,"BST1,LDHA,PARP1,SIRT5,PIK3CA,KCNQ2,KCNQ3,KCNQ5,HTR4","KCNQ2,KCNQ3,KCNQ5,",",","analgesics, icagen-3;antiepileptics, icagen-2;ica105665;ica-105665;ica665;ica-665;kcnq programme, icagen;pf 04895162;pf04895162;pf-04895162;ica-027243;ica-27243;ica-d1;kcnq modulators (pain, epilepsy), icagen;ion channel modulators (pain, epilepsy), icagen;potassium channel q modulators (pain, epilepsy), icagen;substituted pyridyl benzanilides (pain, epilepsy), icagen"
REP.PRIMARY,2.5,SECURININE,GABRA1,"GABA RECEPTOR ANTAGONIST, TP53 ACTIVATOR",BRD:BRD-K49071277-001-04-7,GABRA1,,,
REP.PRIMARY,2.5,NINTEDANIB,"FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB","FGFR INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K49075727-001-08-5,"FGFR1,FGFR2,FGFR3,FGFR4,FLT1,FLT4,KDR,PDGFRA,PDGFRB,LYN","FLT1,FLT4,KDR,LYN,PDGFRA,","FGFR1,FGFR2,FGFR3,FGFR4,FLT1,FLT4,KDR,PDGFRA,PDGFRB,","bibf 1000;bibf 1120;bibf 1120 (soft capsule);bibf 1120 (tablet);bibf 1120 es;bibf1000;bibf-1000;bibf1120;bibf-1120;bibf1120 (soft capsule);bibf-1120 (soft capsule);bibf1120 (tablet);bibf-1120 (tablet);bibf1120 es;bibf-1120 es;cyendiv;intedanib;intedanib (soft capsule);intedanib (tablet);nintedanib;nintedanib (soft capsule);nintedanib (tablet);nintedanib esylate;ofev;vargatef;vargatef (soft capsule);vargatef (tablet);fgf/pdgf/vegf receptor kinase inhibitors (cancer), boehringer ingelheim;ofeb;weijiate;angiokinase inhibitors (cancer), boehringer ingelheim;nintedanib ethanesulfonate"
REP.PRIMARY,2.5,PRAZOSIN,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, KCNH2, KCNH6, KCNH7",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K49111258-003-29-7,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,KCNH2,KCNH6,KCNH7,SLC12A3,PTGER1","ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,","ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,KCNH2,KCNH6,KCNH7,","alpress;apo-prazo;decliten;duramipress;eurex;furazosin;hexapress;hypovase;minipres;minipress;peripress;pratsiol;prazac;prazosin;prazosin hydrochloride;vasoflex;alpress lp;gits-prazosin;minipress gits;oros (minipress);prazosin hydrochloride;lentopres;minipress xl;once daily prazosin (oros), alza;prazosin hydrochloride, alza"
REP.PRIMARY,2.5,TMPH,"","",BRD:BRD-K49119234-003-02-6,"",,,
REP.PRIMARY,2.5,CV-1808,ADORA2A,ADENOSINE RECEPTOR AGONIST,BRD:BRD-K49197823-001-09-8,ADORA2A,",","ADORA2A,",cv-1808
REP.PRIMARY,2.5,GSK2636771,PIK3CB,PI3K INHIBITOR,BRD:BRD-K49215523-001-04-2,PIK3CB,"PIK3CB,","PIK3CB,",gsk 2636771;gsk2636771;gsk-2636771;gsk-2636771a;gsk-2636771b
REP.PRIMARY,2.5,6-IODO-NORDIHYDROCAPSAICIN,TRPV1,TRPV ANTAGONIST,BRD:BRD-K49236613-001-02-3,TRPV1,,,
REP.PRIMARY,2.5,BIBU-1361,EGFR,EGFR INHIBITOR,BRD:BRD-K49294207-300-03-8,EGFR,,,
REP.PRIMARY,2.5,RIBITOL,"","",BRD:BRD-K49313711-001-05-4,"",NaN,NaN,"bbp 418;bbp418;bbp-418;glycosylation substrate prodrug, bridgebio;glycosylation substrate prodrug, ml bio solutions;ribitol;ribitol (limb-girdle muscular dystrophy type 2i), atrium health;ribitol (limb-girdle muscular dystrophy type 2i), carolinas healthcare system"
REP.PRIMARY,2.5,DASATINIB,"ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1","BCR-ABL KINASE INHIBITOR, EPHRIN INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, SRC INHIBITOR, TYROSINE KINASE INHIBITOR",BRD:BRD-K49328571-001-15-0,"ABL1,ABL2,BLK,EPHA2,FGR,FRK,FYN,HCK,KIT,LCK,LYN,PDGFRB,SRC,SRMS,STAT5B,YES1,BCR,PDGFRA","ABL1,BCR,FYN,KIT,LCK,LYN,PDGFRA,SRC,YES1,","ABL1,ABL2,BLK,EPHA2,FGR,FRK,FYN,HCK,KIT,LCK,LYN,PDGFRB,SRC,SRMS,STAT5B,YES1,","dasatinib, maa laboratories;maac 002;maac002;maac-002;bms-354825;nsc-732517;spraicell;spricel;sprycel;src/abl kinase inhibitor (cancer), bms;dasatinib;dasatinib (usan)"
REP.PRIMARY,2.5,ETOFIBRATE,PPARA,PPAR RECEPTOR AGONIST,BRD:BRD-K49338325-001-03-4,"PPARA,DGAT2,LPL","DGAT2,LPL,PPARA,","PPARA,",afloyan;etofibrate;etolipe;lipo merz;lipo merz retard;lipo-merz;noflevan
REP.PRIMARY,2.5,THIOGUANINE,"IMPDH1, IMPDH2",PURINE ANTAGONIST,BRD:BRD-K49350383-001-13-7,"IMPDH1,IMPDH2",NaN,NaN,"6-thioguanine, nucana biomed;nuc11000;nuc-11000;6-thioguanine prodrug (protide, cancer), nucana"
REP.PRIMARY,2.5,PIK-75,"PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC","DNA PROTEIN KINASE INHIBITOR, PI3K INHIBITOR",BRD:BRD-K49371609-003-03-8,"PIK3CA,PIK3CB,PIK3CD,PIK3CG,PRKDC",,,
REP.PRIMARY,2.5,LEVETIRACETAM,"CACNA1B, SCN1A, SV2A",CALCIUM CHANNEL BLOCKER,BRD:BRD-K49404994-001-10-9,"CACNA1B,SCN1A,SV2A","SV2A,",",","agb 101;agb101;agb-101;levetiracetam, agenebio;amnestic mild cognitive impairment therapy, agenebio;levetiracetam;levetiracetam (amnestic mild cognitive impairment), agenebio;levetiracetam (oral/tablet, cognitive disorder), agenebio"
REP.PRIMARY,2.5,PILARALISIB,"",PI3K INHIBITOR,BRD:BRD-K49456274-001-01-9,"PIK3CA,ERBB3","PIK3CA,",",","pilaralisib;pilaralisib (gelcap);pilaralisib (hard capsule);pilaralisib (tablet);sar 245408;sar245408;sar-245408;sar245408 (gelcap);sar-245408 (gelcap);sar245408 (hard capsule);sar-245408 (hard capsule);sar245408 (tablet);sar-245408 (tablet);xl 147;xl147;xl-147;xl147 (gelcap);xl-147 (gelcap);xl147 (hard capsule);xl-147 (hard capsule);xl147 (tablet);xl-147 (tablet);pi3k/egfr inhibitor (cancer), exelixis;pi3k/egfr inhibitor (cancer), sanofi-aventis;phosphoinositide-3 kinase/epidermal growth factor receptor inhibito (cancer), exelixis"
REP.PRIMARY,2.5,10058-F4,"",C-MYC INHIBITOR,BRD:BRD-K49460120-001-02-5,"",,,
REP.PRIMARY,2.5,GALANTAMINE,"ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG",ACETYLCHOLINESTERASE INHIBITOR,BRD:BRD-K49481516-004-18-3,"ACHE,BCHE,CHRNA1,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB1,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG","ACHE,",",","galantamine, sanochemia;galantax xl;galanthamine;galanthamine hydrobromide;nivalin;r-113675;razadyne;reminyl;galantamine;galantamine (oral liquid), janssen;galantamine (tablet), janssen;galantamine hydrobromide"
REP.PRIMARY,2.5,SEP-227900,DAO,D-AMINO ACID OXIDASE INHIBITOR,BRD:BRD-K49504902-001-01-6,DAO,"DAO,","DAO,",sep-227900
REP.PRIMARY,2.5,LY2140023,GRM3,GLUTAMATE RECEPTOR AGONIST,BRD:BRD-K49519144-001-04-6,"GRM3,GRM2",NaN,NaN,"ly2140023, companion diagnostic, denovo biopharma;ly-2140023, companion diagnostic, denovo biopharma;ly404039, companion diagnostic, denovo biopharma;ly-404039, companion diagnostic, denovo biopharma;mglu2/3 pro ii, companion diagnostic, denovo biopharma;mglu2/3 prodrug, companion diagnostic, denovo biopharma;mglur2/3 agonist, companion diagnostic, denovo biopharma;pomaglumetad methionil, companion diagnostic, denovo biopharma;db-103, lilly;ly-2140023;ly-404039;mglu2/3 pro ii (schizophrenia), eli lilly;pomaglumetad methionil"
REP.PRIMARY,2.53,ALFACALCIDOL,"CYP27B1, VDR",VITAMIN D RECEPTOR AGONIST,BRD:BRD-K49522529-001-02-9,"CYP27B1,VDR","VDR,","CYP27B1,VDR,","alfacalcidol;alfacalcidol (iv) , teva;alfacalcidol (iv), choongwae;alfacalcidol (iv), leo;alfacalcidol (oral), choongwae;alfacalcidol (oral), leo;alfacalcidol (oral), teva;alfacalcidol, choongwae;alfacalcidol, chugai;alfacalcidol, gerolymatos;alfacalcidol, leo;alfacalcidol, teijin;alfacalcidol, teva;alfarol;alpha d3;alphacalcidol;bon one;bon one (tablet);bon-one;bon-one (tablet);einsalpha;etalpha;onealfa;one-alpha"
